,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
34248,302,Near,500,FALSE,never pay,good,seasonal,spring,communal standpipe,5
34251,-12,Near,90,FALSE,per bucket,salty,seasonal,borehole,communal standpipe,3
34253,1467,Near,497,TRUE,annually,good,insufficient,borehole,hand pump,19
34256,42,Near,200,FALSE,never pay,good,dry,shallow well,hand pump,10
34257,1480,Far,65,TRUE,monthly,good,enough,river/lake,communal standpipe,10
34258,2175,Far,20,FALSE,annually,good,enough,spring,communal standpipe,13
34259,711,Far,50,TRUE,monthly,good,insufficient,spring,communal standpipe,39
34262,2127,Far,35,TRUE,annually,good,enough,spring,communal standpipe,7
34264,859,Far,1,TRUE,annually,good,enough,spring,communal standpipe,21
34265,0,Near,515,TRUE,annually,salty,seasonal,shallow well,hand pump,18
34270,1558,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,24
34273,4,Near,1,FALSE,per bucket,good,enough,borehole,communal standpipe,8
34277,245,Far,450,TRUE,monthly,good,insufficient,river/lake,communal standpipe,5
34281,1169,Far,100,FALSE,never pay,good,insufficient,river/lake,communal standpipe,11
34286,1462,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,33
34287,1294,Far,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
34291,21,Near,300,FALSE,per bucket,good,enough,borehole,communal standpipe,3
34292,1539,Near,360,TRUE,never pay,good,enough,shallow well,hand pump,6
34294,1437,Near,325,TRUE,monthly,good,enough,borehole,hand pump,9
34295,-9,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
34298,1654,Far,150,TRUE,never pay,other,insufficient,spring,communal standpipe,53
34300,-15,Near,100,FALSE,never pay,good,seasonal,shallow well,hand pump,10
34301,985,Far,150,TRUE,per bucket,good,insufficient,spring,communal standpipe,4
34304,-9,Near,20,TRUE,never pay,good,enough,river/lake,communal standpipe,25
34305,1570,Far,450,TRUE,monthly,good,enough,spring,communal standpipe,14
34306,1615,Far,1,TRUE,annually,good,enough,spring,communal standpipe,10
34309,249,Near,430,TRUE,per bucket,salty,enough,borehole,hand pump,7
34313,220,Far,300,TRUE,monthly,good,insufficient,shallow well,hand pump,7
34316,377,Near,350,TRUE,never pay,good,enough,spring,communal standpipe,35
34317,0,Near,500,TRUE,never pay,good,enough,shallow well,hand pump,5
34318,1224,Far,550,TRUE,annually,good,enough,spring,communal standpipe,26
34319,1603,Near,245,TRUE,never pay,good,enough,spring,communal standpipe,5
34322,-36,Near,300,TRUE,per bucket,good,enough,borehole,communal standpipe,28
34324,80,Near,454,TRUE,per bucket,good,insufficient,spring,communal standpipe,8
34326,1786,Far,95,TRUE,monthly,good,enough,spring,communal standpipe,2
34330,1062,Near,703,TRUE,monthly,good,enough,spring,communal standpipe,8
34334,462,Far,300,TRUE,never pay,good,insufficient,shallow well,hand pump,5
34335,1887,Far,1,TRUE,monthly,good,enough,borehole,hand pump,3
34336,377,Far,150,TRUE,monthly,salty,enough,shallow well,hand pump,5
34338,2032,Far,0,FALSE,annually,good,enough,spring,communal standpipe,27
34340,1015,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,10
34343,1249,Far,2198,TRUE,never pay,salty,enough,borehole,hand pump,17
34344,1241,Near,540,TRUE,annually,good,enough,river/lake,communal standpipe,37
34347,1164,Far,154,TRUE,never pay,good,enough,borehole,hand pump,28
34349,970,Far,650,FALSE,monthly,good,insufficient,shallow well,hand pump,16
34351,1310,Near,120,TRUE,never pay,good,enough,spring,communal standpipe,7
34352,0,Far,89,TRUE,per bucket,good,enough,borehole,communal standpipe,29
34359,173,Near,300,FALSE,never pay,good,insufficient,borehole,hand pump,9
34360,1508,Far,40,FALSE,monthly,good,enough,borehole,hand pump,4
34361,782,Far,29,TRUE,per bucket,other,insufficient,spring,communal standpipe,5
34363,432,Near,100,FALSE,never pay,good,enough,river/lake,communal standpipe,37
34368,304,Far,250,TRUE,monthly,good,insufficient,river/lake,communal standpipe,17
34372,888,Near,170,TRUE,annually,good,enough,river/lake,communal standpipe,34
34374,65,Near,60,FALSE,per bucket,good,enough,borehole,communal standpipe,3
34376,449,Far,260,TRUE,monthly,good,insufficient,shallow well,hand pump,37
34379,0,Near,705,TRUE,never pay,good,enough,shallow well,hand pump,5
34383,1204,Near,500,TRUE,never pay,good,insufficient,river/lake,communal standpipe,39
34384,1443,Far,250,TRUE,never pay,good,enough,borehole,hand pump,29
34388,260,Far,150,TRUE,monthly,good,insufficient,shallow well,hand pump,3
34392,474,Far,1,FALSE,monthly,good,enough,borehole,hand pump,9
34393,1358,Near,200,TRUE,per bucket,good,enough,borehole,communal standpipe,1
34396,55,Near,320,FALSE,never pay,good,seasonal,shallow well,hand pump,7
34398,1014,Far,0,TRUE,on failure,good,dry,spring,communal standpipe,29
34400,998,Far,150,TRUE,per bucket,good,insufficient,spring,communal standpipe,4
34401,0,Near,200,TRUE,monthly,good,insufficient,spring,communal standpipe,43
34404,1795,Far,36,FALSE,annually,good,seasonal,spring,communal standpipe,25
34405,2049,Far,5,FALSE,monthly,good,insufficient,spring,communal standpipe,7
34406,53,Near,250,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,3
34408,1068,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,3
34411,1083,Near,380,TRUE,monthly,good,insufficient,river/lake,communal standpipe,7
34413,71,Near,800,FALSE,never pay,good,enough,river/lake,communal standpipe,35
34419,859,Far,879,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,3
34422,880,Far,100,FALSE,monthly,good,enough,spring,communal standpipe,21
34424,-13,Near,250,FALSE,never pay,salty,insufficient,shallow well,hand pump,37
34426,900,Far,11,TRUE,monthly,good,enough,river/lake,communal standpipe,33
34427,769,Far,256,TRUE,monthly,good,insufficient,borehole,hand pump,18
34429,284,Far,567,TRUE,never pay,good,enough,shallow well,hand pump,6
34431,217,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
34434,328,Far,1,TRUE,per bucket,salty,enough,borehole,communal standpipe,4
34435,1144,Far,50,FALSE,on failure,good,enough,shallow well,hand pump,14
34439,1194,Far,350,TRUE,never pay,good,enough,river/lake,communal standpipe,26
34442,1179,Near,250,TRUE,never pay,good,insufficient,shallow well,hand pump,7
34443,1670,Far,25,FALSE,never pay,good,enough,spring,communal standpipe,15
34445,1001,Far,0,TRUE,on failure,good,enough,river/lake,communal standpipe,10
34446,204,Near,500,TRUE,never pay,good,dry,borehole,communal standpipe,31
34449,1652,Far,55,TRUE,monthly,good,enough,river/lake,communal standpipe,35
34450,1435,Far,125,TRUE,never pay,good,enough,borehole,hand pump,29
34452,733,Far,1,TRUE,never pay,good,insufficient,spring,communal standpipe,17
34453,1505,Near,512,TRUE,monthly,good,enough,borehole,hand pump,3
34454,1161,Far,800,TRUE,per bucket,salty,enough,borehole,hand pump,4
34458,1882,Near,385,TRUE,on failure,good,enough,shallow well,hand pump,26
34460,1378,Near,257,TRUE,on failure,good,insufficient,shallow well,hand pump,26
34461,214,Far,100,TRUE,monthly,other,insufficient,borehole,hand pump,5
34463,2245,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,7
34464,1929,Near,94,TRUE,never pay,good,enough,spring,communal standpipe,14
34466,1724,Far,450,TRUE,never pay,good,dry,spring,communal standpipe,4
34468,1325,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,36
34472,1785,Far,25,TRUE,monthly,good,enough,river/lake,communal standpipe,7
34477,1399,Far,85,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34478,1613,Near,740,TRUE,monthly,good,enough,spring,communal standpipe,14
34479,421,Far,1,FALSE,annually,good,enough,borehole,hand pump,13
34481,911,Far,6500,TRUE,per bucket,good,enough,spring,communal standpipe,14
34482,1285,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,2
34483,353,Far,45,TRUE,monthly,good,enough,river/lake,communal standpipe,29
34484,1577,Far,50,TRUE,per bucket,good,dry,spring,communal standpipe,39
34488,890,Far,1,TRUE,annually,good,dry,spring,communal standpipe,4
34489,455,Far,80,TRUE,never pay,good,enough,spring,communal standpipe,0
34490,429,Near,280,FALSE,never pay,good,enough,river/lake,communal standpipe,37
34491,1769,Far,180,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
34493,1399,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,1
34494,1219,Far,70,TRUE,never pay,good,enough,borehole,hand pump,32
34495,1697,Far,150,FALSE,on failure,good,enough,river/lake,communal standpipe,9
34496,405,Near,150,FALSE,never pay,salty,enough,shallow well,hand pump,5
34497,1034,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,39
34499,570,Far,235,TRUE,never pay,good,enough,shallow well,hand pump,5
34500,365,Far,1,TRUE,monthly,good,enough,shallow well,hand pump,2
34502,860,Far,50,TRUE,per bucket,good,enough,spring,communal standpipe,14
34503,1626,Far,55,TRUE,annually,good,enough,river/lake,communal standpipe,20
34505,807,Far,1,TRUE,monthly,good,enough,borehole,communal standpipe,9
34506,1622,Near,400,TRUE,never pay,good,enough,river/lake,communal standpipe,10
34508,1717,Near,1,TRUE,never pay,good,enough,borehole,hand pump,15
34509,720,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,37
34510,1706,Far,50,TRUE,monthly,good,enough,river/lake,communal standpipe,39
34513,289,Near,800,FALSE,monthly,good,enough,shallow well,hand pump,33
34517,1745,Far,200,TRUE,on failure,good,enough,borehole,hand pump,4
34519,1857,Near,192,TRUE,per bucket,good,enough,borehole,communal standpipe,4
34520,1257,Far,150,TRUE,on failure,good,enough,river/lake,communal standpipe,1
34521,1467,Far,230,TRUE,never pay,good,enough,spring,communal standpipe,7
34523,1332,Far,52,FALSE,on failure,good,enough,river/lake,communal standpipe,6
34527,1314,Far,150,FALSE,never pay,good,enough,shallow well,hand pump,15
34531,74,Near,342,FALSE,per bucket,salty,insufficient,borehole,hand pump,2
34535,1616,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,11
34537,996,Far,0,TRUE,on failure,good,enough,river/lake,communal standpipe,10
34538,161,Far,280,TRUE,monthly,good,insufficient,shallow well,hand pump,18
34539,1009,Far,35,TRUE,per bucket,good,enough,spring,communal standpipe,14
34541,1695,Far,200,TRUE,on failure,good,insufficient,spring,communal standpipe,35
34542,2223,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,11
34544,310,Near,210,TRUE,never pay,good,enough,borehole,communal standpipe,15
34546,60,Near,80,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
34548,262,Far,600,TRUE,never pay,good,insufficient,borehole,communal standpipe,37
34549,31,Near,234,FALSE,per bucket,good,insufficient,borehole,communal standpipe,7
34550,832,Near,150,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34554,1162,Near,650,TRUE,on failure,good,enough,spring,communal standpipe,35
34555,1263,Near,370,TRUE,monthly,good,enough,river/lake,communal standpipe,7
34557,445,Far,1,FALSE,never pay,good,enough,borehole,hand pump,30
34559,1038,Far,1,TRUE,annually,good,seasonal,spring,communal standpipe,21
34560,983,Near,400,TRUE,monthly,good,enough,river/lake,communal standpipe,5
34564,1682,Near,204,TRUE,per bucket,good,enough,borehole,communal standpipe,4
34565,0,Near,1619,FALSE,never pay,good,enough,borehole,hand pump,40
34567,0,Near,200,FALSE,never pay,good,enough,shallow well,hand pump,7
34570,309,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
34571,219,Far,600,TRUE,monthly,other,insufficient,shallow well,hand pump,7
34572,1294,Far,1,TRUE,per bucket,good,enough,spring,communal standpipe,14
34576,734,Far,400,FALSE,never pay,good,insufficient,spring,communal standpipe,4
34577,1050,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,2
34578,0,Near,1,TRUE,never pay,good,insufficient,shallow well,hand pump,3
34584,1471,Far,84,TRUE,monthly,good,enough,river/lake,communal standpipe,35
34586,-25,Near,306,FALSE,never pay,good,insufficient,borehole,communal standpipe,6
34587,1123,Near,240,TRUE,monthly,good,enough,river/lake,communal standpipe,30
34588,1577,Far,50,TRUE,per bucket,good,dry,spring,communal standpipe,6
34589,277,Near,300,FALSE,never pay,good,insufficient,shallow well,hand pump,23
34590,1355,Near,750,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
34591,292,Near,90,TRUE,per bucket,good,enough,spring,communal standpipe,6
34592,349,Far,1,FALSE,on failure,good,enough,borehole,hand pump,25
34593,103,Near,1,TRUE,never pay,good,enough,borehole,hand pump,5
34595,1715,Far,120,TRUE,never pay,good,enough,river/lake,communal standpipe,4
34596,54,Near,1,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
34599,1637,Near,325,TRUE,never pay,good,dry,borehole,hand pump,14
34600,2131,Far,80,FALSE,annually,good,enough,spring,communal standpipe,8
34602,1112,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,43
34603,1913,Far,1,FALSE,annually,good,enough,river/lake,communal standpipe,7
34605,44,Near,150,FALSE,per bucket,salty,enough,borehole,hand pump,4
34611,1165,Far,0,TRUE,per bucket,good,dry,river/lake,communal standpipe,7
34614,50,Near,25,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,13
34615,1483,Far,40,FALSE,never pay,good,insufficient,borehole,hand pump,27
34616,981,Near,185,TRUE,never pay,good,enough,spring,communal standpipe,39
34618,1391,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,5
34621,1191,Near,350,TRUE,never pay,good,insufficient,river/lake,communal standpipe,39
34623,-6,Near,5,TRUE,per bucket,good,enough,river/lake,communal standpipe,8
34625,-18,Near,65,TRUE,never pay,good,enough,borehole,communal standpipe,28
34628,1322,Near,240,TRUE,never pay,good,enough,river/lake,communal standpipe,18
34629,285,Far,300,TRUE,never pay,good,insufficient,borehole,communal standpipe,28
34630,-11,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,5
34631,834,Near,1500,TRUE,monthly,good,enough,borehole,hand pump,8
34634,362,Far,50,FALSE,never pay,good,enough,river/lake,communal standpipe,25
34637,1973,Far,125,FALSE,never pay,good,enough,borehole,communal standpipe,1
34638,1245,Near,420,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34641,1646,Near,980,TRUE,never pay,good,enough,borehole,communal standpipe,38
34642,45,Near,1,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,24
34644,831,Near,165,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34645,1375,Far,53,TRUE,monthly,good,enough,river/lake,communal standpipe,26
34646,1955,Far,100,TRUE,annually,good,enough,river/lake,communal standpipe,10
34647,1290,Near,400,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
34652,1161,Far,150,TRUE,annually,good,insufficient,borehole,hand pump,25
34655,1986,Far,10,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34658,1049,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,32
34660,1909,Far,200,TRUE,never pay,good,enough,borehole,hand pump,4
34661,1829,Far,890,TRUE,never pay,good,dry,borehole,hand pump,2
34663,2012,Near,195,TRUE,never pay,good,enough,spring,communal standpipe,3
34664,1689,Far,250,FALSE,monthly,good,enough,spring,communal standpipe,5
34666,64,Near,30,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,4
34667,911,Near,300,FALSE,never pay,good,enough,borehole,communal standpipe,35
34670,1848,Far,30,TRUE,annually,good,enough,spring,communal standpipe,4
34674,1471,Far,27,FALSE,monthly,good,insufficient,spring,communal standpipe,6
34676,1202,Far,500,TRUE,never pay,good,insufficient,spring,communal standpipe,11
34677,1317,Near,547,TRUE,on failure,good,enough,borehole,hand pump,9
34678,1816,Far,350,TRUE,never pay,good,dry,borehole,hand pump,10
34679,1579,Far,120,FALSE,on failure,good,enough,borehole,hand pump,3
34680,999,Far,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
34682,73,Near,800,TRUE,never pay,good,enough,river/lake,communal standpipe,35
34683,746,Far,1,TRUE,never pay,good,dry,spring,communal standpipe,2
34688,1560,Far,65,TRUE,monthly,good,insufficient,river/lake,communal standpipe,35
34689,1288,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,39
34692,965,Far,180,TRUE,never pay,good,seasonal,river/lake,communal standpipe,35
34693,1080,Far,150,TRUE,per bucket,good,enough,spring,communal standpipe,13
34697,369,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,9
34702,1506,Far,1500,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,11
34704,1783,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,23
34706,261,Far,50,TRUE,monthly,good,insufficient,borehole,communal standpipe,8
34707,1637,Far,100,TRUE,never pay,good,enough,borehole,hand pump,7
34710,1592,Near,731,TRUE,per bucket,good,insufficient,borehole,communal standpipe,9
34713,0,Near,50,TRUE,monthly,good,insufficient,spring,communal standpipe,9
34716,352,Near,600,FALSE,never pay,salty,insufficient,shallow well,hand pump,32
34717,1669,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
34718,959,Far,250,FALSE,never pay,good,enough,borehole,communal standpipe,8
34719,1071,Far,130,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,4
34720,1031,Far,75,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
34723,396,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,9
34724,357,Far,1,FALSE,never pay,good,enough,borehole,hand pump,25
34726,12,Near,40,FALSE,per bucket,good,enough,borehole,communal standpipe,3
34728,1501,Far,120,TRUE,annually,good,enough,river/lake,communal standpipe,3
34729,1430,Far,35,FALSE,never pay,good,enough,river/lake,communal standpipe,8
34730,1368,Near,300,TRUE,monthly,good,enough,river/lake,communal standpipe,11
34732,214,Far,100,TRUE,monthly,good,insufficient,borehole,communal standpipe,6
34734,751,Far,1,TRUE,monthly,good,dry,spring,communal standpipe,2
34743,1833,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,28
34749,257,Far,120,TRUE,monthly,good,enough,river/lake,communal standpipe,18
34750,2176,Far,30,TRUE,annually,good,enough,spring,communal standpipe,6
34754,277,Far,500,TRUE,never pay,other,insufficient,river/lake,communal standpipe,4
34759,833,Near,415,TRUE,monthly,good,enough,river/lake,communal standpipe,4
34760,976,Far,210,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,6
34762,294,Far,150,TRUE,never pay,salty,enough,shallow well,hand pump,6
34764,376,Far,200,TRUE,never pay,salty,enough,shallow well,hand pump,9
34768,1293,Near,240,TRUE,monthly,good,enough,river/lake,communal standpipe,29
34769,1316,Far,0,TRUE,on failure,good,dry,river/lake,communal standpipe,19
34771,467,Near,1,TRUE,never pay,good,dry,spring,communal standpipe,28
34772,1111,Near,600,TRUE,monthly,good,enough,river/lake,communal standpipe,37
34773,67,Near,120,FALSE,per bucket,salty,enough,borehole,communal standpipe,13
34776,1388,Far,540,TRUE,never pay,good,enough,spring,communal standpipe,46
34777,562,Near,1300,FALSE,per bucket,good,insufficient,spring,communal standpipe,28
34778,1596,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,4
34780,1278,Near,450,FALSE,per bucket,good,insufficient,borehole,communal standpipe,2
34781,658,Far,250,TRUE,monthly,good,enough,river/lake,communal standpipe,6
34785,438,Far,130,TRUE,monthly,good,enough,shallow well,hand pump,37
34786,1151,Near,300,TRUE,never pay,good,insufficient,shallow well,hand pump,16
34794,1651,Far,50,FALSE,never pay,good,insufficient,spring,communal standpipe,4
34797,434,Near,50,FALSE,monthly,good,enough,river/lake,communal standpipe,6
34799,1101,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,5
34800,1447,Near,470,TRUE,monthly,good,insufficient,river/lake,communal standpipe,22
34801,256,Near,210,FALSE,per bucket,salty,insufficient,shallow well,hand pump,4
34802,2175,Far,120,TRUE,annually,good,enough,spring,communal standpipe,13
34803,116,Near,4,TRUE,monthly,good,insufficient,river/lake,communal standpipe,3
34806,722,Far,140,TRUE,monthly,good,enough,river/lake,communal standpipe,2
34807,1793,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
34808,51,Near,250,FALSE,never pay,good,dry,shallow well,hand pump,12
34810,692,Near,1,FALSE,per bucket,good,insufficient,river/lake,communal standpipe,30
34812,101,Near,1,FALSE,never pay,good,enough,borehole,communal standpipe,7
34814,904,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,12
34815,1266,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,5
34816,1566,Far,20,TRUE,per bucket,good,enough,spring,communal standpipe,14
34818,925,Far,0,TRUE,monthly,good,enough,river/lake,communal standpipe,26
34820,1169,Near,450,TRUE,on failure,good,enough,spring,communal standpipe,35
34822,1465,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,7
34823,23,Near,3000,FALSE,per bucket,good,enough,borehole,communal standpipe,3
34824,1178,Far,320,TRUE,never pay,good,enough,river/lake,communal standpipe,46
34826,1303,Near,320,TRUE,monthly,good,insufficient,river/lake,communal standpipe,8
34829,953,Far,250,FALSE,monthly,good,insufficient,shallow well,hand pump,20
34831,1762,Far,0,TRUE,annually,good,enough,spring,communal standpipe,13
34833,1615,Near,291,TRUE,never pay,good,enough,shallow well,hand pump,1
34837,1376,Far,300,FALSE,never pay,good,enough,shallow well,hand pump,7
34840,2148,Far,20,TRUE,on failure,good,enough,spring,communal standpipe,15
34841,-4,Near,1,TRUE,never pay,salty,enough,borehole,communal standpipe,4
34843,237,Near,600,TRUE,never pay,good,dry,borehole,communal standpipe,31
34844,736,Far,1,TRUE,per bucket,good,enough,spring,communal standpipe,41
34845,1322,Far,450,FALSE,never pay,good,enough,shallow well,hand pump,15
34848,102,Near,60,FALSE,never pay,good,insufficient,borehole,communal standpipe,3
34849,1874,Far,0,TRUE,annually,good,enough,shallow well,hand pump,13
34851,1497,Near,325,TRUE,on failure,good,enough,shallow well,hand pump,18
34855,1243,Far,1,TRUE,annually,good,seasonal,spring,communal standpipe,23
34856,300,Far,800,TRUE,monthly,good,seasonal,shallow well,hand pump,21
34860,5,Near,200,FALSE,per bucket,good,enough,borehole,communal standpipe,3
34864,1682,Far,1,TRUE,monthly,good,dry,spring,communal standpipe,17
34865,1693,Near,514,TRUE,annually,good,insufficient,spring,communal standpipe,10
34867,1342,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,44
34869,1216,Near,460,TRUE,annually,good,enough,river/lake,communal standpipe,5
34870,1815,Far,35,FALSE,never pay,good,enough,spring,communal standpipe,37
34871,734,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,12
34874,1594,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,23
34879,1794,Far,75,TRUE,on failure,good,enough,river/lake,communal standpipe,5
34881,419,Near,400,FALSE,never pay,good,insufficient,river/lake,communal standpipe,18
34883,1333,Far,500,FALSE,never pay,good,insufficient,shallow well,hand pump,17
34886,2045,Far,63,FALSE,on failure,good,enough,spring,communal standpipe,3
34887,1397,Far,73,TRUE,never pay,good,enough,river/lake,communal standpipe,29
34891,1471,Far,120,TRUE,annually,good,enough,river/lake,communal standpipe,18
34892,1480,Near,1,TRUE,never pay,other,dry,borehole,hand pump,4
34894,1040,Far,0,TRUE,monthly,good,seasonal,shallow well,hand pump,20
34902,1315,Far,275,TRUE,on failure,good,dry,river/lake,communal standpipe,19
34903,-3,Near,20,TRUE,monthly,good,enough,river/lake,communal standpipe,20
34904,1376,Far,10,TRUE,per bucket,good,enough,spring,communal standpipe,7
34906,1361,Far,300,TRUE,never pay,salty,enough,spring,communal standpipe,17
34909,1128,Far,80,TRUE,monthly,good,enough,spring,communal standpipe,1
34918,862,Far,120,TRUE,monthly,good,dry,river/lake,communal standpipe,23
34920,360,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
34921,1982,Far,15,FALSE,annually,good,enough,spring,communal standpipe,7
34922,2180,Far,120,TRUE,annually,good,insufficient,spring,communal standpipe,15
34923,52,Near,1,TRUE,never pay,good,enough,borehole,hand pump,11
34924,672,Far,200,TRUE,never pay,good,insufficient,spring,communal standpipe,1
34926,1200,Far,0,TRUE,never pay,good,enough,river/lake,communal standpipe,4
34929,1683,Far,120,FALSE,monthly,good,enough,spring,communal standpipe,5
34930,1608,Near,500,FALSE,never pay,good,enough,shallow well,hand pump,18
34931,1209,Near,120,TRUE,never pay,good,enough,river/lake,communal standpipe,1
34933,958,Far,200,TRUE,per bucket,good,insufficient,spring,communal standpipe,43
34936,1548,Far,400,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,19
34937,821,Near,0,TRUE,per bucket,good,enough,shallow well,hand pump,4
34938,108,Near,260,FALSE,never pay,good,insufficient,shallow well,hand pump,8
34943,1527,Far,95,TRUE,monthly,good,enough,river/lake,communal standpipe,29
34944,-32,Near,50,FALSE,never pay,good,seasonal,shallow well,hand pump,6
34946,1889,Far,150,TRUE,never pay,good,enough,borehole,hand pump,5
34947,1460,Far,250,FALSE,on failure,good,insufficient,shallow well,hand pump,17
34950,1777,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,23
34954,1425,Near,235,TRUE,per bucket,good,enough,borehole,communal standpipe,7
34955,1407,Far,1,TRUE,annually,good,enough,river/lake,communal standpipe,29
34958,1347,Far,358,TRUE,never pay,salty,insufficient,spring,communal standpipe,3
34959,1322,Far,146,TRUE,never pay,good,enough,spring,communal standpipe,15
34960,2010,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,28
34962,1832,Far,200,TRUE,on failure,good,insufficient,river/lake,communal standpipe,3
34965,1081,Near,650,TRUE,monthly,good,enough,river/lake,communal standpipe,13
34966,236,Far,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,29
34967,1183,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,8
34969,1584,Far,320,TRUE,never pay,good,insufficient,spring,communal standpipe,48
34976,1613,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,16
34977,435,Far,150,TRUE,per bucket,good,insufficient,borehole,communal standpipe,15
34979,1421,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,5
34980,1276,Far,150,TRUE,never pay,good,enough,spring,communal standpipe,2
34981,356,Far,200,FALSE,monthly,good,enough,river/lake,communal standpipe,5
34982,1167,Far,40,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
34986,100,Near,250,FALSE,per bucket,good,enough,river/lake,communal standpipe,4
34987,1242,Far,76,TRUE,annually,good,enough,river/lake,communal standpipe,27
34990,963,Near,250,TRUE,monthly,good,enough,spring,communal standpipe,29
34998,843,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,10
35001,1307,Far,150,TRUE,never pay,salty,insufficient,shallow well,hand pump,12
35002,1569,Near,650,TRUE,monthly,good,enough,river/lake,communal standpipe,4
35003,1300,Far,60,TRUE,monthly,good,enough,spring,communal standpipe,5
35006,1338,Far,1,FALSE,never pay,good,enough,shallow well,hand pump,16
35009,703,Far,75,TRUE,per bucket,good,enough,borehole,communal standpipe,5
35010,1451,Far,258,TRUE,monthly,good,enough,river/lake,communal standpipe,35
35013,1258,Far,300,TRUE,never pay,salty,insufficient,borehole,hand pump,14
35014,932,Far,75,TRUE,monthly,good,enough,spring,communal standpipe,13
35015,1459,Far,34,TRUE,never pay,good,enough,spring,communal standpipe,11
35021,1743,Far,150,TRUE,on failure,good,insufficient,spring,communal standpipe,23
35022,1693,Near,350,TRUE,never pay,good,enough,shallow well,hand pump,9
35025,403,Near,500,TRUE,per bucket,good,seasonal,borehole,communal standpipe,31
35027,1097,Far,55,TRUE,never pay,good,insufficient,spring,communal standpipe,35
35030,724,Far,0,TRUE,on failure,good,dry,shallow well,hand pump,25
35031,1277,Far,15,TRUE,monthly,good,enough,spring,communal standpipe,33
35033,-3,Near,5,TRUE,per bucket,good,enough,river/lake,communal standpipe,13
35034,349,Far,180,TRUE,never pay,good,insufficient,shallow well,hand pump,4
