,region
27086,Morogoro
27088,Rukwa
27090,Iringa
27091,Mtwara
27094,Kigoma
27095,Kilimanjaro
27098,Kilimanjaro
27099,Iringa
27100,Morogoro
27102,Iringa
27103,Morogoro
27104,Kilimanjaro
27105,Iringa
27106,Kilimanjaro
27109,Singida
27110,Iringa
27111,Morogoro
27114,Iringa
27116,Morogoro
27118,Pwani
27119,Ruvuma
27122,Lindi
27127,Kigoma
27129,Kilimanjaro
27131,Kilimanjaro
27133,Singida
27134,Kigoma
27138,Mtwara
27139,Iringa
27141,Morogoro
27144,Tanga
27145,Kilimanjaro
27146,Dar es Salaam
27149,Ruvuma
27150,Dar es Salaam
27155,Lindi
27159,Arusha
27164,Pwani
27166,Iringa
27167,Kilimanjaro
27168,Morogoro
27172,Singida
27173,Mara
27175,Iringa
27176,Iringa
27177,Morogoro
27178,Ruvuma
27180,Tanga
27181,Morogoro
27182,Mtwara
27183,Morogoro
27185,Kigoma
27186,Morogoro
27188,Pwani
27189,Kigoma
27191,Pwani
27192,Kilimanjaro
27194,Tanga
27195,Iringa
27196,Morogoro
27201,Rukwa
27202,Kilimanjaro
27203,Kilimanjaro
27204,Iringa
27206,Kilimanjaro
27208,Manyara
27209,Ruvuma
27213,Tanga
27216,Kilimanjaro
27217,Kilimanjaro
27218,Kilimanjaro
27219,Kilimanjaro
27220,Kilimanjaro
27223,Rukwa
27226,Tanga
27227,Arusha
27228,Pwani
27229,Ruvuma
27231,Morogoro
27232,Mtwara
27233,Pwani
27234,Pwani
27237,Iringa
27239,Pwani
27241,Iringa
27242,Iringa
27243,Morogoro
27248,Iringa
27253,Kigoma
27254,Tanga
27255,Iringa
27256,Rukwa
27257,Morogoro
27259,Iringa
27262,Tanga
27263,Kigoma
27265,Iringa
27268,Pwani
27269,Morogoro
27270,Kigoma
27271,Kilimanjaro
27273,Kilimanjaro
27277,Morogoro
27282,Tanga
27284,Mtwara
27291,Shinyanga
27292,Kigoma
27293,Morogoro
27294,Pwani
27300,Pwani
27302,Tanga
27307,Iringa
27310,Kigoma
27315,Tanga
27317,Mtwara
27319,Tanga
27323,Lindi
27324,Kilimanjaro
27326,Tanga
27327,Iringa
27328,Morogoro
27333,Tanga
27334,Rukwa
27335,Tanga
27337,Manyara
27338,Arusha
27342,Manyara
27345,Kilimanjaro
27346,Kigoma
27350,Kilimanjaro
27351,Kilimanjaro
27360,Iringa
27362,Kilimanjaro
27366,Morogoro
27368,Iringa
27370,Tanga
27372,Tanga
27373,Kigoma
27374,Kilimanjaro
27376,Pwani
27377,Morogoro
27379,Arusha
27380,Pwani
27382,Tanga
27384,Mwanza
27386,Morogoro
27388,Manyara
27390,Kilimanjaro
27391,Ruvuma
27392,Tanga
27393,Pwani
27394,Manyara
27395,Shinyanga
27397,Morogoro
27399,Iringa
27400,Pwani
27404,Dar es Salaam
27405,Kigoma
27409,Singida
27410,Kilimanjaro
27414,Iringa
27417,Dar es Salaam
27418,Morogoro
27421,Manyara
27424,Ruvuma
27425,Morogoro
27426,Iringa
27427,Arusha
27429,Iringa
27433,Iringa
27434,Ruvuma
27435,Iringa
27439,Iringa
27441,Kigoma
27443,Kilimanjaro
27446,Mtwara
27448,Kilimanjaro
27451,Kilimanjaro
27456,Manyara
27457,Pwani
27459,Pwani
27460,Pwani
27461,Morogoro
27463,Manyara
27464,Ruvuma
27466,Iringa
27475,Kilimanjaro
27476,Dar es Salaam
27477,Lindi
27480,Mtwara
27481,Iringa
27485,Dar es Salaam
27486,Kilimanjaro
27488,Iringa
27491,Kilimanjaro
27492,Tanga
27493,Morogoro
27494,Kigoma
27496,Iringa
27499,Mara
27500,Kilimanjaro
27501,Iringa
27504,Kilimanjaro
27506,Manyara
27508,Mtwara
27509,Lindi
27511,Iringa
27513,Rukwa
27519,Ruvuma
27523,Morogoro
27524,Arusha
27526,Manyara
27533,Iringa
27535,Manyara
27536,Kigoma
27540,Mtwara
27543,Morogoro
27544,Rukwa
27548,Iringa
27549,Kigoma
27550,Iringa
27551,Iringa
27552,Arusha
27553,Ruvuma
27554,Pwani
27555,Iringa
27557,Kilimanjaro
27558,Pwani
27559,Morogoro
27561,Iringa
27562,Ruvuma
27563,Morogoro
27564,Ruvuma
27565,Shinyanga
27567,Arusha
27568,Ruvuma
27569,Morogoro
27570,Tanga
27572,Rukwa
27573,Pwani
27574,Kilimanjaro
27575,Pwani
27576,Kilimanjaro
27578,Pwani
27579,Iringa
27580,Ruvuma
27581,Mtwara
27583,Kilimanjaro
27585,Tanga
27586,Tanga
27587,Iringa
27589,Iringa
27591,Ruvuma
27593,Arusha
27594,Iringa
27596,Pwani
27600,Iringa
27602,Kilimanjaro
27603,Pwani
27608,Iringa
27609,Morogoro
27611,Iringa
27613,Iringa
27617,Pwani
27618,Arusha
27619,Tanga
27621,Dar es Salaam
27622,Kilimanjaro
27624,Arusha
27627,Arusha
27628,Ruvuma
27629,Morogoro
27632,Ruvuma
27634,Morogoro
27636,Rukwa
27639,Singida
27643,Mwanza
27645,Morogoro
27649,Pwani
27654,Iringa
27655,Tanga
27656,Dar es Salaam
27661,Manyara
27663,Morogoro
27667,Morogoro
27670,Kilimanjaro
27672,Iringa
27675,Kilimanjaro
27677,Kigoma
27680,Arusha
27681,Iringa
27682,Morogoro
27683,Kilimanjaro
27685,Kilimanjaro
27686,Tanga
27687,Kilimanjaro
27688,Iringa
27689,Kilimanjaro
27690,Kigoma
27693,Iringa
27695,Morogoro
27696,Ruvuma
27697,Morogoro
27698,Kigoma
27702,Morogoro
27704,Rukwa
27708,Ruvuma
27712,Tanga
27713,Morogoro
27720,Kilimanjaro
27725,Iringa
27726,Arusha
27727,Kilimanjaro
27728,Ruvuma
27729,Iringa
27733,Morogoro
27736,Morogoro
27737,Shinyanga
27744,Dar es Salaam
27745,Lindi
27746,Iringa
27753,Morogoro
27755,Arusha
27756,Pwani
27759,Tanga
27760,Ruvuma
27761,Rukwa
27762,Kilimanjaro
27767,Kilimanjaro
27769,Mtwara
27770,Ruvuma
27772,Iringa
27777,Morogoro
27779,Ruvuma
27783,Singida
27784,Mtwara
27785,Kilimanjaro
27791,Iringa
27792,Morogoro
27793,Singida
27795,Pwani
27799,Iringa
27800,Arusha
27803,Rukwa
27804,Lindi
27807,Singida
27808,Tanga
27810,Kilimanjaro
27811,Iringa
27812,Kilimanjaro
27813,Tanga
27816,Arusha
27818,Rukwa
27819,Mtwara
27821,Iringa
27824,Kilimanjaro
27826,Tanga
27828,Singida
27829,Arusha
27830,Kigoma
27833,Mtwara
27834,Kilimanjaro
27836,Morogoro
27838,Iringa
27840,Morogoro
27841,Rukwa
27842,Ruvuma
27849,Iringa
27851,Mtwara
27852,Ruvuma
27853,Ruvuma
27856,Kigoma
27860,Kilimanjaro
27862,Kilimanjaro
27864,Mwanza
27870,Manyara
27873,Morogoro
27875,Morogoro
27876,Mtwara
27879,Mtwara
27880,Tanga
27882,Rukwa
27884,Rukwa
27885,Dar es Salaam
27889,Mtwara
27892,Kilimanjaro
27894,Kilimanjaro
27898,Kilimanjaro
27902,Rukwa
27904,Iringa
27905,Pwani
27907,Morogoro
27910,Iringa
27912,Kilimanjaro
27914,Kigoma
27916,Lindi
27917,Tanga
27918,Pwani
27919,Iringa
27922,Iringa
27923,Iringa
27926,Kilimanjaro
27927,Tanga
27931,Kilimanjaro
27934,Morogoro
27935,Iringa
27936,Iringa
27937,Morogoro
27938,Kilimanjaro
27939,Iringa
27942,Singida
27947,Iringa
27948,Kilimanjaro
27951,Tanga
27953,Tanga
27954,Morogoro
27956,Iringa
27957,Pwani
27958,Pwani
27959,Mara
27964,Iringa
27966,Mara
27967,Ruvuma
27968,Kilimanjaro
27972,Kilimanjaro
27973,Iringa
27974,Arusha
27975,Iringa
27981,Morogoro
27982,Ruvuma
27984,Kigoma
27985,Tanga
27986,Iringa
27987,Mtwara
27989,Tanga
27990,Manyara
27992,Iringa
27998,Arusha
27999,Kigoma
28000,Iringa
28001,Kigoma
28005,Tanga
28008,Tanga
28010,Tanga
28011,Tanga
28013,Pwani
28014,Pwani
28017,Kilimanjaro
28020,Tanga
28021,Kilimanjaro
28022,Mtwara
28023,Ruvuma
28025,Pwani
28028,Kilimanjaro
28030,Arusha
28031,Singida
28034,Morogoro
28035,Pwani
28036,Iringa
28037,Tanga
28038,Pwani
28039,Kilimanjaro
28040,Dar es Salaam
28042,Morogoro
28044,Ruvuma
28051,Tanga
28052,Tanga
28053,Rukwa
28055,Kigoma
28056,Pwani
28058,Kigoma
28060,Morogoro
28061,Kilimanjaro
28062,Manyara
28063,Kilimanjaro
28064,Mwanza
28065,Dar es Salaam
28069,Kilimanjaro
28070,Arusha
28071,Arusha
28072,Lindi
28073,Morogoro
28074,Morogoro
28075,Tanga
28078,Pwani
28080,Iringa
28082,Mwanza
28085,Iringa
28087,Morogoro
28088,Kilimanjaro
28091,Morogoro
28092,Arusha
28093,Arusha
28094,Ruvuma
28097,Morogoro
28098,Kilimanjaro
28099,Lindi
28101,Singida
28102,Kigoma
28104,Kilimanjaro
28107,Tanga
28110,Pwani
28111,Kilimanjaro
28121,Rukwa
28124,Lindi
28125,Morogoro
28127,Manyara
28130,Morogoro
28131,Tanga
28134,Mara
28135,Iringa
28136,Pwani
28141,Iringa
28142,Shinyanga
28143,Iringa
28146,Arusha
28150,Pwani
28151,Iringa
28152,Kilimanjaro
28153,Iringa
28154,Pwani
28156,Mtwara
28158,Morogoro
28160,Arusha
28161,Kigoma
28162,Tanga
28163,Kilimanjaro
28164,Arusha
28167,Iringa
28170,Manyara
28174,Kilimanjaro
28176,Lindi
28177,Tanga
28178,Morogoro
28188,Singida
28189,Kilimanjaro
28191,Kigoma
28192,Kigoma
28193,Rukwa
28194,Morogoro
28195,Arusha
28196,Iringa
28199,Iringa
28201,Kigoma
28203,Singida
28204,Rukwa
28205,Ruvuma
28210,Rukwa
28212,Arusha
28214,Rukwa
28216,Kilimanjaro
28217,Manyara
28220,Morogoro
28224,Rukwa
28225,Ruvuma
28226,Iringa
28227,Arusha
28229,Pwani
28230,Mara
28231,Singida
28234,Arusha
28236,Manyara
28237,Mtwara
28241,Ruvuma
28244,Manyara
28246,Morogoro
28250,Arusha
28253,Kilimanjaro
28255,Lindi
28258,Kilimanjaro
28261,Iringa
28262,Iringa
28263,Iringa
28264,Morogoro
28265,Tanga
28266,Morogoro
28268,Arusha
28270,Pwani
28272,Kilimanjaro
28273,Arusha
28274,Lindi
28276,Lindi
28277,Tanga
28278,Arusha
28279,Iringa
28280,Iringa
28283,Tanga
28286,Lindi
28287,Kilimanjaro
28290,Kilimanjaro
28292,Kigoma
28294,Tanga
28297,Rukwa
28301,Mtwara
28303,Lindi
28313,Morogoro
28314,Pwani
28319,Ruvuma
28321,Morogoro
28323,Iringa
28324,Pwani
28327,Tanga
28328,Singida
28330,Kigoma
28331,Dar es Salaam
28332,Kigoma
28334,Shinyanga
28336,Mtwara
28337,Kilimanjaro
28338,Mara
28342,Morogoro
28343,Manyara
28346,Arusha
28348,Morogoro
28351,Pwani
28355,Pwani
28357,Arusha
28358,Manyara
28361,Morogoro
28362,Kilimanjaro
28364,Mtwara
28365,Tanga
28368,Iringa
28370,Arusha
28371,Mwanza
28375,Ruvuma
28376,Kilimanjaro
28377,Dar es Salaam
28378,Morogoro
28379,Rukwa
28380,Morogoro
28381,Tanga
28382,Lindi
28383,Singida
28384,Singida
28385,Pwani
28386,Mtwara
28387,Morogoro
28390,Pwani
28393,Mtwara
28395,Iringa
28397,Kigoma
28400,Kigoma
28402,Tanga
28406,Kilimanjaro
28409,Morogoro
28410,Iringa
28412,Morogoro
28415,Lindi
28416,Iringa
28420,Morogoro
28421,Ruvuma
28424,Iringa
28426,Pwani
28427,Kilimanjaro
28428,Pwani
28431,Iringa
28433,Iringa
28435,Kilimanjaro
28437,Iringa
28439,Rukwa
28441,Morogoro
28443,Singida
28444,Dar es Salaam
28450,Morogoro
28452,Lindi
28455,Iringa
28457,Kilimanjaro
28458,Morogoro
28461,Iringa
28462,Pwani
28465,Pwani
28470,Tanga
28471,Rukwa
28472,Mtwara
28473,Iringa
28479,Morogoro
28480,Mtwara
28485,Arusha
28487,Tanga
28489,Morogoro
28491,Dar es Salaam
28495,Morogoro
28498,Iringa
28500,Iringa
28503,Iringa
28509,Iringa
28511,Iringa
28514,Iringa
28515,Pwani
28517,Kilimanjaro
28520,Morogoro
28522,Kilimanjaro
28523,Singida
28527,Iringa
28528,Ruvuma
28529,Kigoma
28530,Iringa
28532,Singida
28533,Pwani
28536,Rukwa
28540,Kilimanjaro
28543,Kigoma
28544,Pwani
28545,Morogoro
28547,Iringa
28549,Iringa
28550,Rukwa
28551,Iringa
28554,Rukwa
28559,Morogoro
28560,Rukwa
28562,Iringa
28565,Kigoma
28567,Lindi
28569,Manyara
28570,Kilimanjaro
28571,Pwani
28573,Ruvuma
28574,Mtwara
28580,Ruvuma
28581,Arusha
28583,Iringa
28588,Kilimanjaro
28589,Lindi
28590,Mtwara
28591,Singida
28595,Dar es Salaam
28598,Iringa
28599,Dar es Salaam
28600,Kilimanjaro
28602,Morogoro
28604,Kilimanjaro
28605,Morogoro
28608,Iringa
28609,Kigoma
28611,Kigoma
28613,Rukwa
28614,Kigoma
28617,Iringa
28619,Mara
28620,Mtwara
28622,Ruvuma
28623,Ruvuma
28627,Manyara
28628,Pwani
28631,Dar es Salaam
28632,Singida
28633,Morogoro
28634,Lindi
28635,Iringa
28636,Tanga
28647,Pwani
28648,Tanga
28650,Iringa
28652,Iringa
28653,Morogoro
28655,Morogoro
28658,Ruvuma
28659,Singida
28660,Kilimanjaro
28663,Morogoro
28664,Mtwara
28667,Kilimanjaro
28671,Morogoro
28677,Kigoma
28680,Dar es Salaam
28683,Ruvuma
28684,Mtwara
28685,Kigoma
28686,Kilimanjaro
28688,Rukwa
28693,Iringa
28698,Shinyanga
28699,Pwani
28701,Morogoro
28702,Iringa
28708,Lindi
28714,Ruvuma
28716,Kigoma
28719,Kilimanjaro
28720,Arusha
28721,Mara
28722,Ruvuma
28723,Rukwa
28724,Mtwara
28725,Ruvuma
28728,Morogoro
28729,Iringa
28733,Arusha
28743,Manyara
28744,Pwani
28746,Kilimanjaro
28751,Iringa
28754,Pwani
28756,Kigoma
28757,Iringa
28759,Manyara
28762,Kigoma
28763,Pwani
28765,Morogoro
28767,Tanga
28768,Iringa
28769,Iringa
28770,Tanga
28772,Lindi
28774,Morogoro
28775,Mtwara
28776,Pwani
28777,Manyara
28778,Dar es Salaam
28779,Rukwa
28781,Rukwa
28784,Manyara
28788,Morogoro
28790,Morogoro
28794,Mtwara
28795,Morogoro
28797,Morogoro
28798,Tanga
28802,Kigoma
28803,Rukwa
28805,Pwani
28810,Morogoro
28811,Iringa
28812,Arusha
28815,Morogoro
28820,Kilimanjaro
28822,Iringa
28825,Kilimanjaro
28828,Morogoro
28835,Iringa
28839,Pwani
28841,Iringa
28843,Ruvuma
28844,Iringa
28845,Singida
28846,Ruvuma
28849,Pwani
28850,Iringa
28851,Morogoro
28853,Kilimanjaro
28854,Singida
28856,Rukwa
28859,Iringa
28862,Ruvuma
28863,Pwani
28865,Iringa
28866,Iringa
28868,Morogoro
28869,Arusha
28872,Mtwara
28881,Pwani
28883,Arusha
28887,Mtwara
28889,Rukwa
28891,Iringa
28892,Kilimanjaro
28895,Lindi
28901,Iringa
28903,Ruvuma
28904,Tanga
28905,Iringa
28906,Pwani
28907,Iringa
28908,Dar es Salaam
28909,Kigoma
28910,Ruvuma
28913,Morogoro
28914,Mtwara
28917,Ruvuma
28919,Pwani
28920,Singida
28921,Singida
28923,Pwani
28924,Mwanza
28925,Singida
28927,Tanga
28928,Tanga
28931,Morogoro
28933,Mara
28934,Lindi
28935,Mtwara
28937,Morogoro
28939,Manyara
28940,Pwani
28941,Singida
28942,Lindi
28945,Pwani
28948,Manyara
28949,Pwani
28950,Arusha
28952,Iringa
28953,Pwani
28954,Rukwa
28957,Kigoma
28960,Kilimanjaro
28961,Mara
28962,Iringa
28965,Iringa
28966,Kilimanjaro
28971,Kilimanjaro
28972,Kilimanjaro
28974,Kigoma
28977,Mtwara
28980,Rukwa
28981,Kilimanjaro
28982,Kigoma
28984,Iringa
28985,Morogoro
28987,Singida
28988,Kilimanjaro
28989,Arusha
28992,Pwani
28998,Pwani
29001,Iringa
29004,Morogoro
29009,Dar es Salaam
29012,Mara
29015,Pwani
29017,Arusha
29020,Iringa
29022,Morogoro
29023,Kigoma
29024,Kilimanjaro
29029,Kigoma
29030,Ruvuma
29032,Iringa
29034,Rukwa
29037,Kilimanjaro
29039,Morogoro
29041,Iringa
29045,Iringa
29048,Pwani
29052,Ruvuma
29053,Morogoro
29055,Iringa
29056,Iringa
29059,Iringa
29064,Ruvuma
29066,Pwani
29067,Lindi
29069,Iringa
29071,Singida
29077,Iringa
29080,Manyara
29082,Singida
29084,Morogoro
29087,Morogoro
29088,Iringa
29089,Pwani
29090,Singida
29092,Arusha
29093,Mtwara
29095,Pwani
29096,Iringa
29097,Ruvuma
29098,Arusha
29099,Morogoro
29100,Arusha
29101,Manyara
29105,Ruvuma
29106,Manyara
29108,Manyara
29110,Rukwa
29111,Iringa
29114,Kilimanjaro
29115,Tanga
29118,Ruvuma
29119,Kigoma
29120,Manyara
29121,Singida
29124,Singida
29126,Morogoro
29128,Arusha
29130,Tanga
29133,Iringa
29138,Morogoro
29140,Iringa
29142,Kigoma
29143,Arusha
29145,Iringa
29147,Rukwa
29148,Morogoro
29150,Iringa
29153,Mtwara
29158,Kilimanjaro
29159,Arusha
29161,Kilimanjaro
29163,Kilimanjaro
29164,Mtwara
29166,Tanga
29169,Kilimanjaro
29170,Kilimanjaro
29174,Tanga
29175,Manyara
29180,Ruvuma
29181,Manyara
29183,Iringa
29185,Ruvuma
29186,Kilimanjaro
29191,Iringa
29192,Ruvuma
29197,Iringa
29198,Kilimanjaro
29200,Morogoro
29208,Kilimanjaro
29210,Ruvuma
29211,Morogoro
29212,Kigoma
29213,Pwani
29215,Singida
29216,Arusha
29221,Iringa
29222,Ruvuma
29223,Arusha
29224,Iringa
29225,Morogoro
29228,Kilimanjaro
29231,Shinyanga
29234,Kilimanjaro
29236,Morogoro
29246,Singida
29248,Ruvuma
29249,Kilimanjaro
29250,Morogoro
29254,Tanga
29255,Iringa
29256,Arusha
29258,Mara
29261,Kilimanjaro
29265,Rukwa
29267,Kilimanjaro
29270,Ruvuma
29273,Iringa
29274,Pwani
29279,Kilimanjaro
29282,Ruvuma
29285,Kilimanjaro
29289,Kigoma
29292,Kilimanjaro
29293,Rukwa
29295,Lindi
29299,Tanga
29301,Morogoro
29302,Ruvuma
29306,Iringa
29307,Iringa
29309,Kigoma
29314,Iringa
29315,Rukwa
29316,Singida
29320,Pwani
29323,Tanga
29324,Iringa
29334,Arusha
29335,Iringa
29339,Morogoro
29340,Iringa
29349,Mtwara
29351,Iringa
29352,Kilimanjaro
29353,Mara
29356,Dar es Salaam
29357,Morogoro
29358,Iringa
29359,Ruvuma
29360,Mara
29363,Rukwa
29364,Singida
29367,Morogoro
29369,Ruvuma
29370,Mtwara
29371,Iringa
29372,Lindi
29373,Pwani
29377,Lindi
29378,Arusha
29384,Kilimanjaro
29386,Rukwa
29389,Iringa
29390,Kilimanjaro
29391,Rukwa
29392,Rukwa
29393,Iringa
29394,Lindi
29396,Ruvuma
29397,Iringa
29398,Tanga
29401,Iringa
29403,Dar es Salaam
29406,Ruvuma
29408,Rukwa
29410,Mara
29414,Tanga
29421,Singida
29424,Manyara
29425,Kilimanjaro
29427,Tanga
29431,Kilimanjaro
29432,Kigoma
29433,Iringa
29434,Iringa
29437,Ruvuma
29438,Kilimanjaro
29439,Iringa
29443,Pwani
29444,Kilimanjaro
29446,Mtwara
29447,Tanga
29451,Pwani
29453,Iringa
29456,Arusha
29459,Ruvuma
29463,Arusha
29464,Kigoma
29465,Iringa
29466,Ruvuma
29467,Morogoro
29469,Morogoro
29471,Kilimanjaro
29472,Morogoro
29476,Kilimanjaro
29477,Iringa
29479,Manyara
29481,Tanga
29482,Morogoro
29485,Kilimanjaro
29486,Manyara
29488,Dar es Salaam
29491,Mara
29492,Ruvuma
29497,Mara
29500,Morogoro
29502,Morogoro
29504,Tanga
29506,Kigoma
29509,Tanga
29510,Iringa
29511,Iringa
29519,Rukwa
29522,Singida
29525,Kigoma
29526,Arusha
29527,Arusha
29529,Tanga
29531,Kilimanjaro
29532,Arusha
29535,Iringa
29536,Iringa
29537,Singida
29543,Pwani
29545,Pwani
29546,Lindi
29554,Rukwa
29555,Kilimanjaro
29556,Kilimanjaro
29562,Morogoro
29564,Kigoma
29566,Iringa
29567,Pwani
29568,Kigoma
29570,Manyara
29571,Tanga
29572,Rukwa
29573,Arusha
29575,Morogoro
29577,Kilimanjaro
29583,Iringa
29585,Morogoro
29587,Ruvuma
29588,Mtwara
29590,Kigoma
29591,Kilimanjaro
29594,Lindi
29595,Lindi
29597,Morogoro
29599,Kilimanjaro
29601,Mtwara
29602,Morogoro
29604,Iringa
29609,Morogoro
29613,Morogoro
29615,Arusha
29617,Iringa
29621,Morogoro
29625,Mwanza
29629,Iringa
29630,Ruvuma
29631,Manyara
29634,Pwani
29635,Singida
29636,Kigoma
29638,Iringa
29641,Pwani
29643,Iringa
29645,Tanga
29650,Morogoro
29651,Morogoro
29653,Kilimanjaro
29654,Kigoma
29657,Morogoro
29658,Ruvuma
29661,Iringa
29662,Rukwa
29664,Kilimanjaro
29668,Arusha
29670,Morogoro
29674,Arusha
29676,Kilimanjaro
29677,Kilimanjaro
29679,Kilimanjaro
29680,Kilimanjaro
29685,Tanga
29688,Tanga
29689,Kilimanjaro
29690,Rukwa
29691,Pwani
29692,Tanga
29702,Kilimanjaro
29703,Iringa
29705,Kilimanjaro
29707,Dar es Salaam
29708,Iringa
29709,Iringa
29710,Manyara
29711,Iringa
29712,Manyara
29713,Morogoro
29714,Tanga
29715,Tanga
29717,Morogoro
29719,Rukwa
29722,Iringa
29723,Mara
29725,Morogoro
29726,Kilimanjaro
29728,Tanga
29733,Morogoro
29734,Rukwa
29735,Iringa
29738,Arusha
29739,Lindi
29744,Iringa
29745,Rukwa
29746,Kilimanjaro
29748,Arusha
29750,Rukwa
29751,Pwani
29752,Shinyanga
29755,Morogoro
29756,Mtwara
29758,Iringa
29761,Arusha
29763,Iringa
29764,Pwani
29769,Morogoro
29771,Ruvuma
29772,Iringa
29773,Iringa
29778,Morogoro
29780,Morogoro
29782,Morogoro
29783,Mtwara
29784,Kilimanjaro
29785,Kigoma
29786,Morogoro
29787,Iringa
29788,Iringa
29789,Pwani
29791,Kilimanjaro
29792,Iringa
29794,Ruvuma
29795,Iringa
29799,Lindi
29800,Iringa
29801,Iringa
29802,Morogoro
29804,Morogoro
29807,Rukwa
29809,Manyara
29810,Morogoro
29811,Shinyanga
29812,Tanga
29816,Pwani
29817,Mara
29818,Kigoma
29820,Morogoro
29821,Mtwara
29823,Kilimanjaro
29825,Iringa
29827,Kigoma
29828,Morogoro
29830,Pwani
29834,Ruvuma
29835,Arusha
29837,Kilimanjaro
29839,Morogoro
29843,Morogoro
29846,Pwani
29848,Arusha
29850,Ruvuma
29852,Iringa
29854,Kilimanjaro
29855,Iringa
29856,Singida
29857,Iringa
29861,Pwani
29862,Pwani
29863,Ruvuma
29864,Dar es Salaam
29870,Ruvuma
29872,Morogoro
29873,Tanga
29875,Tanga
29876,Kilimanjaro
29878,Kilimanjaro
29881,Ruvuma
29882,Iringa
29884,Arusha
29886,Morogoro
29887,Kigoma
29888,Morogoro
29891,Ruvuma
29895,Manyara
29896,Kilimanjaro
29897,Ruvuma
29898,Mtwara
29899,Pwani
29905,Ruvuma
29906,Dar es Salaam
29910,Kilimanjaro
29911,Manyara
29912,Singida
29915,Dar es Salaam
29918,Ruvuma
29919,Rukwa
29920,Ruvuma
29921,Morogoro
29922,Kigoma
29923,Morogoro
29924,Kilimanjaro
29927,Kilimanjaro
29928,Manyara
29929,Iringa
29930,Ruvuma
29932,Kigoma
29937,Morogoro
29940,Morogoro
29941,Dar es Salaam
29945,Ruvuma
29948,Iringa
29949,Kigoma
29950,Iringa
29954,Kilimanjaro
29955,Kigoma
29959,Lindi
29960,Mtwara
29962,Iringa
29965,Pwani
29971,Arusha
29972,Iringa
29975,Manyara
29976,Morogoro
29981,Morogoro
29983,Ruvuma
29986,Rukwa
29991,Kilimanjaro
29992,Iringa
29995,Kilimanjaro
29997,Iringa
29998,Iringa
30001,Pwani
30002,Ruvuma
30003,Morogoro
30004,Arusha
30006,Kigoma
30007,Kilimanjaro
30008,Morogoro
30009,Manyara
30013,Mtwara
30015,Dar es Salaam
30016,Arusha
30017,Ruvuma
30018,Pwani
30019,Pwani
30020,Tanga
30023,Kigoma
30025,Morogoro
30026,Rukwa
30030,Kilimanjaro
30031,Mtwara
30034,Iringa
30035,Kigoma
30036,Mtwara
30040,Tanga
30044,Iringa
30045,Rukwa
30048,Ruvuma
30053,Morogoro
30056,Manyara
30058,Mtwara
30059,Ruvuma
30065,Tanga
30067,Lindi
30069,Mtwara
30072,Manyara
30074,Morogoro
30075,Kigoma
30076,Iringa
30078,Dar es Salaam
30080,Morogoro
30082,Kigoma
30084,Mara
30085,Morogoro
30086,Iringa
30090,Shinyanga
30091,Iringa
30092,Arusha
30098,Morogoro
30099,Kilimanjaro
30101,Iringa
30102,Ruvuma
30103,Iringa
30107,Iringa
30108,Morogoro
30109,Pwani
30111,Iringa
30113,Iringa
30115,Pwani
30120,Ruvuma
30121,Morogoro
30122,Kigoma
30123,Pwani
30130,Pwani
30133,Mtwara
30135,Iringa
30136,Morogoro
30137,Mtwara
30138,Manyara
30146,Rukwa
30147,Kilimanjaro
30151,Kilimanjaro
30153,Pwani
30157,Morogoro
30159,Mara
30160,Iringa
30163,Ruvuma
30164,Kigoma
30165,Kilimanjaro
30169,Morogoro
30170,Rukwa
30174,Iringa
30176,Singida
30177,Kilimanjaro
30180,Pwani
30184,Mtwara
30189,Arusha
30191,Dar es Salaam
30192,Morogoro
30193,Mtwara
30194,Iringa
30195,Iringa
30196,Pwani
30197,Rukwa
30198,Ruvuma
30200,Arusha
30205,Singida
30206,Singida
30207,Arusha
30208,Tanga
30209,Rukwa
30213,Singida
30214,Mtwara
30215,Pwani
30217,Morogoro
30218,Morogoro
30219,Kilimanjaro
30220,Kilimanjaro
30222,Morogoro
30225,Iringa
30226,Dar es Salaam
30233,Kilimanjaro
30237,Rukwa
30241,Ruvuma
30242,Ruvuma
30244,Kilimanjaro
30249,Iringa
30252,Morogoro
30253,Iringa
30256,Manyara
30260,Lindi
30261,Mtwara
30262,Iringa
30264,Manyara
30265,Lindi
30266,Kilimanjaro
30269,Rukwa
30270,Tanga
30271,Iringa
30274,Pwani
30275,Pwani
30278,Mtwara
30280,Rukwa
30283,Iringa
30285,Ruvuma
30288,Ruvuma
30289,Ruvuma
30290,Ruvuma
30291,Kilimanjaro
30292,Iringa
30299,Singida
30301,Manyara
30303,Arusha
30305,Iringa
30307,Morogoro
30313,Kilimanjaro
30316,Kilimanjaro
30324,Rukwa
30328,Morogoro
30330,Iringa
30333,Iringa
30334,Iringa
30335,Ruvuma
30336,Tanga
30338,Pwani
30339,Lindi
30340,Kigoma
30342,Mtwara
30343,Tanga
30344,Manyara
30345,Ruvuma
30346,Singida
30350,Iringa
30352,Morogoro
30355,Morogoro
30356,Morogoro
30360,Tanga
30361,Mwanza
30364,Tanga
30367,Rukwa
30369,Iringa
30372,Ruvuma
30373,Pwani
30374,Iringa
30375,Tanga
30378,Mtwara
30379,Arusha
30380,Iringa
30381,Mwanza
30384,Iringa
30385,Lindi
30386,Mtwara
30389,Ruvuma
30390,Iringa
30391,Iringa
30392,Manyara
30395,Arusha
