,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,pop_categ
13071,2193,Iringa,15,TRUE,TRUE,6,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13072,232,Morogoro,200,TRUE,TRUE,3,india mark ii,vwc,never pay,good,seasonal,shallow well,hand pump,functional,Third
13073,946,Kilimanjaro,1,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,non functional,First
13074,1312,Shinyanga,500,TRUE,FALSE,16,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional needs repair,Fourth
13075,1474,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
13076,604,Morogoro,150,TRUE,TRUE,29,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Third
13077,1053,Singida,135,TRUE,TRUE,3,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,Third
13078,835,Singida,320,TRUE,FALSE,35,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional,Fourth
13079,1006,Ruvuma,0,TRUE,TRUE,4,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,First
13080,1306,Kilimanjaro,60,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
13081,217,Morogoro,100,TRUE,TRUE,9,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Second
13082,1423,Tanga,1,TRUE,TRUE,32,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13083,1989,Iringa,153,TRUE,FALSE,19,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Third
13084,1473,Arusha,100,TRUE,TRUE,11,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13085,1196,Mara,360,FALSE,FALSE,35,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Fourth
13086,726,Kilimanjaro,520,TRUE,FALSE,40,submersible,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,Fourth
13087,1332,Manyara,100,TRUE,TRUE,4,submersible,vwc,per bucket,salty,enough,borehole,cattle trough,functional,Second
13088,1929,Rukwa,180,FALSE,FALSE,38,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Third
13089,1302,Kilimanjaro,45,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13090,1529,Iringa,125,TRUE,FALSE,15,other handpump,vwc,on failure,good,dry,river/lake,communal standpipe,non functional,Second
13091,41,Pwani,1,TRUE,TRUE,24,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,First
13092,1108,Kilimanjaro,35,TRUE,TRUE,41,gravity,water board,never pay,good,insufficient,spring,communal standpipe,functional,Second
13093,1019,Ruvuma,0,TRUE,TRUE,35,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,functional needs repair,First
13094,1764,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,never pay,good,enough,spring,communal standpipe,non functional,First
13095,908,Kigoma,145,TRUE,TRUE,34,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional needs repair,Third
13096,809,Kilimanjaro,1,TRUE,TRUE,5,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,functional,First
13097,1702,Rukwa,154,TRUE,TRUE,17,nira/tanira,vwc,monthly,colored,insufficient,shallow well,hand pump,functional,Third
13098,314,Lindi,1630,TRUE,FALSE,27,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,non functional,Fourth
13099,172,Tanga,200,TRUE,FALSE,9,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,functional,Third
13100,324,Morogoro,30,TRUE,TRUE,8,submersible,vwc,monthly,good,enough,borehole,communal standpipe,functional,Second
13101,602,Ruvuma,480,TRUE,FALSE,10,swn 80,wug,monthly,good,seasonal,shallow well,hand pump,functional,Fourth
13102,2044,Iringa,30,TRUE,TRUE,7,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
13103,1804,Iringa,300,TRUE,TRUE,18,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Third
13104,834,Kigoma,175,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13105,1787,Iringa,10,TRUE,TRUE,8,gravity,wua,annually,good,enough,spring,communal standpipe,functional,First
13106,836,Rukwa,4000,TRUE,TRUE,25,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
13107,887,Singida,1200,TRUE,TRUE,10,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
13108,93,Pwani,50,TRUE,TRUE,3,mono,parastatal,per bucket,good,insufficient,river/lake,communal standpipe,functional,Second
13109,304,Tanga,250,TRUE,FALSE,6,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
13110,1345,Iringa,1,FALSE,TRUE,49,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,First
13111,1447,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
13112,1271,Iringa,1,TRUE,TRUE,29,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13113,351,Morogoro,1,TRUE,TRUE,18,gravity,wug,monthly,good,dry,river/lake,communal standpipe,functional,First
13114,1627,Iringa,6,TRUE,FALSE,15,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,First
13115,-35,Mtwara,200,TRUE,TRUE,28,nira/tanira,vwc,per bucket,good,enough,shallow well,hand pump,functional,Third
13116,1814,Iringa,50,TRUE,TRUE,4,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
13117,1419,Kilimanjaro,35,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13118,1168,Mara,1800,FALSE,TRUE,5,india mark ii,wug,per bucket,salty,insufficient,borehole,hand pump,functional,Fourth
13119,306,Morogoro,150,TRUE,TRUE,3,gravity,wug,on failure,good,enough,river/lake,communal standpipe,functional,Third
13120,1620,Iringa,80,TRUE,FALSE,3,rope pump,vwc,on failure,good,enough,borehole,hand pump,functional,Second
13121,837,Ruvuma,900,TRUE,TRUE,31,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Fourth
13122,1106,Singida,126,TRUE,TRUE,6,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional,Second
13123,486,Morogoro,150,TRUE,TRUE,10,other handpump,vwc,never pay,good,enough,shallow well,hand pump,non functional,Third
13124,896,Ruvuma,240,TRUE,FALSE,19,swn 80,wug,on failure,good,insufficient,shallow well,hand pump,functional,Third
13125,116,Mtwara,280,TRUE,TRUE,4,mono,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional,Third
13126,1678,Iringa,1,TRUE,FALSE,9,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional,First
13127,260,Lindi,2600,TRUE,TRUE,7,india mark iii,vwc,per bucket,good,enough,borehole,hand pump,non functional,Fourth
13128,-34,Pwani,80,TRUE,TRUE,4,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13129,372,Lindi,260,TRUE,FALSE,2,mono,vwc,per bucket,salty,enough,borehole,communal standpipe,non functional,Third
13130,1480,Arusha,200,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
13131,1308,Kilimanjaro,1,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
13132,801,Rukwa,230,TRUE,TRUE,30,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Third
13133,1735,Iringa,153,TRUE,FALSE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional needs repair,Third
13134,1184,Rukwa,150,TRUE,TRUE,23,india mark ii,vwc,on failure,salty,insufficient,borehole,hand pump,functional needs repair,Third
13135,1577,Iringa,0,FALSE,TRUE,13,swn 80,vwc,on failure,good,enough,borehole,hand pump,non functional,First
13136,478,Ruvuma,60,TRUE,TRUE,21,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Second
13137,976,Iringa,1,TRUE,TRUE,24,gravity,wua,annually,good,enough,spring,communal standpipe,functional,First
13138,1933,Iringa,120,TRUE,TRUE,20,gravity,wua,annually,good,enough,river/lake,communal standpipe,functional,Second
13139,-27,Dar es Salaam,40,TRUE,FALSE,13,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Second
13140,1048,Ruvuma,600,TRUE,TRUE,30,india mark ii,vwc,on failure,good,enough,shallow well,hand pump,functional,Fourth
13141,773,Rukwa,100,TRUE,TRUE,19,nira/tanira,vwc,monthly,salty,insufficient,borehole,hand pump,functional,Second
13142,1135,Mara,500,FALSE,TRUE,46,gravity,parastatal,never pay,good,enough,river/lake,communal standpipe,non functional,Fourth
13143,223,Tanga,1500,TRUE,FALSE,30,afridev,vwc,never pay,salty,insufficient,shallow well,hand pump,functional,Fourth
13144,1492,Singida,128,TRUE,TRUE,4,india mark ii,vwc,monthly,good,seasonal,borehole,hand pump,functional,Second
13145,1174,Manyara,30,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
13146,1243,Kilimanjaro,100,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13147,0,Tanga,1,TRUE,FALSE,6,nira/tanira,vwc,per bucket,good,insufficient,shallow well,hand pump,non functional,First
13148,703,Kilimanjaro,75,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Second
13149,810,Kigoma,165,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13150,2122,Iringa,30,TRUE,FALSE,7,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
13151,2026,Iringa,0,TRUE,FALSE,10,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13152,974,Ruvuma,500,TRUE,FALSE,16,swn 80,wug,monthly,good,enough,shallow well,hand pump,non functional,Fourth
13153,522,Kilimanjaro,140,TRUE,TRUE,11,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair,Third
13154,995,Iringa,1,TRUE,TRUE,23,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13155,-15,Pwani,130,TRUE,FALSE,6,india mark ii,vwc,per bucket,good,enough,shallow well,hand pump,functional,Second
13156,703,Kilimanjaro,750,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
13157,17,Mtwara,800,TRUE,TRUE,35,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional needs repair,Fourth
13158,0,Tanga,380,TRUE,TRUE,21,gravity,vwc,annually,good,insufficient,spring,communal standpipe,functional,Fourth
13159,311,Pwani,1500,TRUE,FALSE,18,india mark iii,vwc,per bucket,salty,insufficient,borehole,hand pump,functional,Fourth
13160,2200,Iringa,0,TRUE,FALSE,4,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13161,1529,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
13162,972,Ruvuma,500,TRUE,TRUE,2,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Fourth
13163,913,Arusha,350,TRUE,TRUE,5,submersible,wua,never pay,good,enough,borehole,communal standpipe,functional,Fourth
13164,1490,Kigoma,950,TRUE,TRUE,5,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Fourth
13165,1560,Iringa,1,TRUE,TRUE,12,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,First
13166,984,Ruvuma,250,TRUE,FALSE,6,other handpump,wug,monthly,good,enough,shallow well,hand pump,non functional,Third
13167,960,Morogoro,423,TRUE,TRUE,13,gravity,wug,monthly,good,enough,spring,communal standpipe,functional,Fourth
13168,493,Morogoro,90,TRUE,TRUE,31,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Second
13169,1141,Kilimanjaro,30,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13170,1272,Morogoro,150,TRUE,TRUE,7,gravity,water authority,per bucket,good,enough,spring,communal standpipe,functional needs repair,Third
13171,502,Kilimanjaro,250,TRUE,TRUE,2,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Third
13172,1211,Iringa,150,TRUE,TRUE,4,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Third
13173,730,Manyara,200,TRUE,TRUE,36,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Third
13174,60,Tanga,25,FALSE,FALSE,3,submersible,private operator,per bucket,salty,insufficient,borehole,communal standpipe,non functional,Second
13175,247,Morogoro,250,TRUE,TRUE,5,nira/tanira,vwc,monthly,good,insufficient,shallow well,hand pump,functional,Third
13176,1676,Kilimanjaro,1,TRUE,TRUE,8,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
13177,1470,Manyara,550,TRUE,TRUE,11,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional,Fourth
13178,-19,Dar es Salaam,50,TRUE,FALSE,13,mono,parastatal,per bucket,good,insufficient,borehole,communal standpipe,non functional,Second
13179,327,Pwani,1,TRUE,FALSE,18,gravity,vwc,per bucket,good,seasonal,dam,communal standpipe,non functional,First
13180,703,Ruvuma,1,TRUE,FALSE,17,swn 80,vwc,annually,good,enough,borehole,hand pump,non functional,First
13181,1219,Mara,700,TRUE,FALSE,3,afridev,vwc,monthly,salty,enough,borehole,hand pump,non functional,Fourth
13182,385,Morogoro,1,FALSE,TRUE,4,submersible,private operator,per bucket,salty,insufficient,borehole,communal standpipe,non functional,First
13183,960,Morogoro,1000,TRUE,TRUE,17,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
13184,1224,Tanga,1,TRUE,TRUE,38,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,First
13185,1012,Kigoma,142,TRUE,TRUE,28,gravity,vwc,monthly,good,dry,river/lake,communal standpipe,non functional,Third
13186,0,Tanga,250,TRUE,TRUE,11,afridev,vwc,never pay,good,enough,shallow well,hand pump,non functional,Third
13187,1935,Iringa,0,FALSE,TRUE,13,swn 80,vwc,never pay,good,enough,borehole,hand pump,non functional,First
13188,2194,Iringa,75,TRUE,TRUE,6,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
13189,838,Rukwa,150,TRUE,TRUE,41,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Third
13190,1491,Singida,540,TRUE,TRUE,20,afridev,parastatal,per bucket,good,insufficient,borehole,hand pump,functional,Fourth
13191,1370,Kigoma,850,TRUE,TRUE,31,gravity,water board,never pay,good,insufficient,river/lake,communal standpipe,functional,Fourth
13192,1077,Arusha,200,TRUE,TRUE,7,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Third
13193,1045,Arusha,100,TRUE,TRUE,15,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional,Second
13194,1729,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13195,1409,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
13196,1550,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
13197,1918,Iringa,50,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
13198,1776,Iringa,150,TRUE,TRUE,29,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Third
13199,1283,Singida,100,TRUE,FALSE,35,mono,vwc,never pay,salty,enough,borehole,communal standpipe,non functional,Second
13200,1359,Mara,320,FALSE,TRUE,49,gravity,vwc,never pay,good,enough,dam,communal standpipe,non functional,Fourth
13201,282,Pwani,100,TRUE,TRUE,9,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13202,251,Pwani,60,FALSE,TRUE,6,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13203,40,Lindi,368,TRUE,TRUE,19,submersible,wug,never pay,good,dry,borehole,communal standpipe,non functional,Fourth
13204,2048,Arusha,220,TRUE,FALSE,2,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,Third
13205,1857,Rukwa,0,TRUE,TRUE,8,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,First
13206,1514,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
13207,1404,Kilimanjaro,180,TRUE,FALSE,41,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional,Third
13208,1412,Manyara,1863,TRUE,TRUE,2,other handpump,vwc,never pay,salty,enough,rainwater harvesting,hand pump,functional,Fourth
13209,290,Morogoro,1600,TRUE,TRUE,29,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
13210,1156,Kigoma,950,TRUE,TRUE,15,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
13211,1653,Iringa,30,TRUE,FALSE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
13212,25,Pwani,5153,TRUE,FALSE,6,india mark ii,vwc,per bucket,salty,enough,borehole,hand pump,functional,Fourth
13213,1324,Kigoma,50,TRUE,TRUE,23,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,non functional,Second
13214,1832,Manyara,256,TRUE,TRUE,3,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
13215,1222,Tanga,1,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13216,1211,Arusha,250,TRUE,TRUE,40,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Third
13217,1183,Morogoro,450,TRUE,TRUE,6,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Fourth
13218,809,Kilimanjaro,15,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,First
13219,1749,Iringa,1,TRUE,TRUE,26,swn 80,vwc,monthly,good,enough,borehole,hand pump,functional,First
13220,1486,Ruvuma,0,TRUE,TRUE,2,submersible,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
13221,359,Mtwara,1745,TRUE,FALSE,27,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Fourth
13222,1320,Kigoma,470,TRUE,TRUE,24,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,non functional,Fourth
13223,1021,Kilimanjaro,25,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,non functional,Second
13224,261,Lindi,230,FALSE,FALSE,8,gravity,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Third
13225,317,Lindi,150,TRUE,TRUE,15,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional,Third
13226,484,Morogoro,400,TRUE,TRUE,18,gravity,vwc,on failure,good,insufficient,river/lake,communal standpipe,functional needs repair,Fourth
13227,1295,Kilimanjaro,1,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
13228,-22,Mtwara,800,TRUE,TRUE,5,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,non functional,Fourth
13229,1887,Iringa,55,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional,Second
13230,841,Morogoro,865,TRUE,TRUE,32,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional,Fourth
13231,293,Morogoro,300,TRUE,TRUE,20,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
13232,2056,Arusha,220,TRUE,FALSE,2,gravity,parastatal,never pay,good,seasonal,spring,communal standpipe,functional,Third
13233,1394,Iringa,175,TRUE,FALSE,15,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Third
13234,307,Morogoro,1,TRUE,TRUE,29,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,First
13235,1629,Iringa,200,TRUE,FALSE,6,rope pump,private operator,on failure,good,enough,borehole,hand pump,non functional,Third
13236,969,Ruvuma,0,TRUE,TRUE,4,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,First
13237,1826,Manyara,175,TRUE,TRUE,4,mono,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,Third
13238,335,Pwani,40,TRUE,TRUE,41,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional,Second
13239,1494,Singida,106,TRUE,TRUE,7,nira/tanira,wug,monthly,good,seasonal,shallow well,hand pump,functional,Second
13240,1120,Kigoma,200,TRUE,TRUE,33,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13241,1579,Iringa,125,TRUE,TRUE,38,gravity,wua,monthly,good,dry,river/lake,communal standpipe,non functional,Second
13242,-8,Pwani,40,FALSE,TRUE,2,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13243,2088,Iringa,0,FALSE,FALSE,39,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,First
13244,288,Tanga,250,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Third
13245,1229,Morogoro,250,TRUE,TRUE,9,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional,Third
13246,534,Morogoro,230,TRUE,TRUE,8,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Third
13247,1028,Kilimanjaro,200,TRUE,TRUE,3,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional needs repair,Third
13248,804,Kigoma,185,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13249,745,Morogoro,250,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Third
13250,1051,Ruvuma,600,TRUE,TRUE,20,india mark ii,vwc,annually,good,dry,shallow well,hand pump,non functional,Fourth
13251,1995,Iringa,0,TRUE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13252,697,Kilimanjaro,50,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Second
13253,1879,Arusha,150,TRUE,TRUE,23,gravity,vwc,on failure,good,insufficient,spring,communal standpipe,non functional,Third
13254,292,Morogoro,500,TRUE,TRUE,33,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Fourth
13255,1673,Arusha,2000,TRUE,TRUE,3,gravity,vwc,on failure,good,insufficient,river/lake,communal standpipe,functional,Fourth
13256,1800,Kilimanjaro,43,TRUE,TRUE,15,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
13257,1243,Kilimanjaro,75,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13258,1144,Kilimanjaro,1,TRUE,TRUE,41,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
13259,1131,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
13260,0,Tanga,1500,TRUE,TRUE,39,gravity,vwc,annually,good,insufficient,spring,communal standpipe,functional,Fourth
13261,1758,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair,First
13262,712,Kilimanjaro,250,TRUE,TRUE,4,submersible,wua,monthly,good,insufficient,borehole,communal standpipe,functional,Third
13263,1806,Rukwa,240,TRUE,TRUE,30,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Third
13264,40,Pwani,1300,TRUE,FALSE,3,nira/tanira,vwc,per bucket,good,insufficient,shallow well,hand pump,functional,Fourth
13265,1383,Tanga,1,TRUE,TRUE,39,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13266,1415,Kilimanjaro,55,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13267,991,Iringa,48,TRUE,FALSE,5,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,Second
13268,1060,Kilimanjaro,250,TRUE,TRUE,2,gravity,water board,per bucket,good,insufficient,spring,communal standpipe,non functional,Third
13269,85,Dar es Salaam,563,TRUE,FALSE,3,submersible,vwc,per bucket,good,insufficient,river/lake,communal standpipe,functional,Fourth
13270,1752,Iringa,40,TRUE,FALSE,9,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional,Second
13271,1904,Manyara,437,TRUE,TRUE,19,nira/tanira,parastatal,never pay,good,enough,shallow well,hand pump,functional,Fourth
13272,1720,Iringa,650,TRUE,TRUE,4,swn 80,vwc,monthly,good,dry,borehole,hand pump,functional,Fourth
13273,1301,Manyara,240,TRUE,TRUE,1,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
13274,522,Morogoro,300,TRUE,TRUE,15,swn 80,company,never pay,good,enough,shallow well,hand pump,non functional,Third
13275,297,Tanga,600,TRUE,FALSE,5,afridev,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
13276,353,Tanga,80,TRUE,FALSE,4,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13277,280,Morogoro,400,TRUE,TRUE,9,afridev,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
13278,1401,Iringa,50,TRUE,TRUE,3,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Second
13279,1671,Mara,2000,FALSE,TRUE,13,afridev,private operator,per bucket,good,enough,shallow well,hand pump,functional,Fourth
13280,260,Morogoro,250,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
13281,880,Kilimanjaro,65,TRUE,FALSE,41,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,non functional,Second
13282,1005,Tanga,50,TRUE,FALSE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
13283,280,Morogoro,540,TRUE,TRUE,16,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Fourth
13284,1682,Rukwa,50,TRUE,TRUE,32,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Second
13285,1444,Iringa,400,TRUE,TRUE,30,gravity,vwc,monthly,good,dry,spring,communal standpipe,non functional,Fourth
13286,1034,Arusha,150,TRUE,TRUE,13,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Third
13287,1597,Iringa,120,TRUE,FALSE,34,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Second
13288,2149,Rukwa,400,TRUE,TRUE,29,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Fourth
13289,986,Kilimanjaro,1,TRUE,TRUE,10,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
13290,1145,Arusha,150,TRUE,TRUE,33,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
13291,750,Rukwa,300,FALSE,FALSE,19,nira/tanira,vwc,never pay,milky,enough,shallow well,hand pump,functional,Third
13292,181,Pwani,200,TRUE,TRUE,5,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Third
13293,1328,Shinyanga,300,FALSE,FALSE,19,swn 80,wug,never pay,good,dry,shallow well,hand pump,non functional,Third
13294,281,Morogoro,150,TRUE,TRUE,8,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Third
13295,422,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,seasonal,borehole,communal standpipe,functional needs repair,First
13296,727,Iringa,1,TRUE,TRUE,2,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,First
13297,1576,Arusha,300,TRUE,TRUE,11,gravity,vwc,per bucket,good,insufficient,river/lake,communal standpipe,functional,Third
